Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity
gitignore,.gitignore,.gitignore,3,3,0,0,0
License,LICENSE,LICENSE,29,23,0,6,0
Markdown,README.md,README.md,3924,2862,0,1062,0
